10,10,10,10,10,10,10,10,10,10,10,11,12,15,12,12,12,16,12,12,12,12,12,23,12,1,2,3,12,1,2,3,12,12,12,15,12,12,9,10,10,10,10,11,12,12,12,12,12,12,12,17,18,19,12,12,12,12,9,10,10,10,10,11,12,12,12,23,1,8,10,11,12,12,9,10,10,10,10,10,11,12,12,22,22,22,12,12,22,22,22,23,22,12,12,12,12,12,12,23,22,22,12,12,12,9,10,10,10,11,
10,10,10,10,10,10,10,10,10,10,10,11,12,12,12,12,12,12,12,16,12,12,12,5,12,17,18,19,12,17,18,19,12,12,12,12,12,12,9,10,10,10,10,11,12,12,12,12,12,15,12,12,24,12,12,12,12,12,9,10,10,10,1,2,2,2,2,2,8,10,10,11,12,12,9,10,10,10,10,10,11,12,12,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,12,12,16,9,10,10,10,11,
10,10,10,10,10,10,10,10,10,10,10,11,12,12,12,14,12,12,12,12,12,12,5,13,12,24,24,15,12,24,24,24,12,12,23,12,12,12,9,10,10,10,10,11,12,23,12,12,12,12,23,22,12,12,12,1,2,2,2,2,2,2,8,10,10,10,10,10,10,10,10,11,15,12,9,10,10,10,10,10,11,12,12,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,12,22,23,9,10,10,10,11,
10,10,10,10,10,10,10,10,10,10,10,11,22,22,12,12,12,12,12,12,23,5,13,13,23,12,12,12,12,12,12,12,12,22,5,12,12,12,9,10,10,10,10,11,22,5,12,12,12,23,1,2,2,2,2,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,12,12,9,10,10,10,10,10,11,12,12,17,18,18,18,10,10,10,10,10,10,10,10,10,10,10,18,18,18,19,12,1,2,3,20,20,20,1,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,7,3,16,12,12,12,12,12,12,12,1,7,2,2,2,2,2,2,2,2,2,2,7,2,2,2,2,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,12,12,9,10,10,10,10,10,11,12,12,24,24,12,12,9,10,10,10,10,10,10,10,10,10,11,12,24,24,24,12,9,10,11,20,20,20,9,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,12,12,15,12,12,12,15,12,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,12,15,9,10,10,10,10,10,11,15,12,12,14,12,14,9,10,10,10,10,10,10,10,10,10,11,14,12,12,12,12,9,10,11,20,20,20,9,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,15,12,12,12,12,12,12,12,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,12,12,9,10,10,10,10,10,11,12,12,14,12,12,12,9,10,10,10,10,10,10,10,10,10,11,12,14,12,12,12,9,10,11,20,20,20,9,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,12,16,12,12,14,12,12,12,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,12,12,9,10,10,10,10,10,11,12,12,14,12,14,12,9,10,10,10,10,10,10,10,10,10,11,12,14,12,15,12,9,10,11,20,20,20,9,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,12,12,12,12,12,15,12,12,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,15,12,9,10,10,10,10,10,11,15,12,12,12,12,14,9,10,10,10,10,10,10,10,10,10,11,12,12,12,12,12,9,10,11,20,20,20,9,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,12,16,12,12,12,12,12,12,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,12,12,9,10,10,10,10,10,11,12,14,12,12,12,12,9,10,10,10,10,10,10,10,10,10,11,12,12,12,12,15,9,10,11,20,20,20,9,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,12,12,16,12,12,12,12,12,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,12,12,9,10,10,10,10,10,11,12,12,12,12,15,12,9,10,10,10,10,10,10,10,10,10,11,12,15,12,12,12,9,10,11,20,20,20,9,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,12,12,12,12,12,12,15,12,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,12,12,9,10,10,10,10,10,11,12,12,12,12,12,12,9,10,10,10,10,10,10,10,10,10,11,12,12,12,12,12,9,10,11,20,20,20,9,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,12,12,12,12,12,12,12,12,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,12,12,9,10,10,10,10,10,11,12,12,15,12,12,12,9,10,10,10,10,10,10,10,10,10,11,12,12,15,12,12,9,10,11,20,20,20,9,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,12,14,12,12,15,12,12,12,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,12,12,9,10,10,10,10,10,11,12,12,12,12,12,12,9,10,10,10,10,10,10,10,10,10,11,12,12,12,12,15,9,10,11,20,20,20,9,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,15,12,12,12,12,12,12,12,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,12,12,9,10,10,10,10,10,11,12,12,12,12,14,12,9,10,10,10,10,10,10,10,10,10,11,12,12,12,12,12,9,10,11,20,20,20,9

